timestamp,spora-id,latitude,longitude,NO,NO2,O3,CO,BME680_pressure,BME680_humidity,BME680_temperature
1550636934,2,60.162872,24.923164,0.009,0.009,0.0002,0.061,99055,23.76,29.35
1550636935,2,60.162838,24.923223,0.011,0.011,0.0001,0.055,99050,23.76,29.35
1550636936,2,60.162811,24.923281,0.011,0.011,0.0001,0.054,99048,23.75,29.35
1550636937,2,60.162781,24.923323,0.011,0.011,0,0.053,99048,23.77,29.36
1550636938,2,60.16275,24.923347,0.011,0.011,0,0.034,99058,23.75,29.35
1550636939,2,60.162735,24.923365,0.012,0.012,0,0.015,99061,23.76,29.36
1550636940,2,60.162724,24.923376,0.011,0.011,0.0001,0.034,99066,23.76,29.36
1550636941,2,60.162727,24.92338,0.011,0.011,0.0001,0.053,99065,23.75,29.37
1550636942,2,60.162735,24.923378,0.011,0.011,0.0003,0.053,99064,23.75,29.37
1550636943,2,60.162743,24.923378,0.011,0.011,0.0003,0.053,99066,23.75,29.37
1550636944,2,60.16275,24.92338,0.007,0.007,0.0004,0.053,99061,23.73,29.38
1550636945,2,60.162758,24.923388,0.007,0.007,0.0004,0.055,99059,23.73,29.37
1550636946,2,60.162762,24.923393,0.007,0.007,0.0004,0.055,99059,23.7,29.37
1550636947,2,60.162762,24.923393,0.007,0.007,0.0005,0.097,99062,23.72,29.38
1550636948,2,60.162762,24.923393,0.011,0.011,0.0005,0.108,99061,23.73,29.38
1550636949,2,60.162762,24.923393,0.011,0.011,0.0005,0.108,99060,23.72,29.38
1550636950,2,60.162762,24.923393,0.011,0.011,0.0007,0.108,99058,23.73,29.38
1550636951,2,60.162762,24.923393,0.009,0.009,0.0009,0.108,99059,23.71,29.38
1550636952,2,60.162762,24.923393,0.005,0.005,0.0011,0.108,99055,23.71,29.38
1550636953,2,60.162758,24.923409,0.004,0.004,0.0013,0.108,99053,23.7,29.38
1550636954,2,60.162743,24.923452,0.004,0.004,0.0013,0.113,99052,23.7,29.39
1550636955,2,60.162727,24.923487,0.004,0.004,0.0015,0.108,99050,23.69,29.39
1550636956,2,60.162712,24.923515,0.004,0.004,0.0016,0.113,99049,23.7,29.39
1550636957,2,60.162697,24.923534,0.004,0.004,0.0016,0.108,99054,23.67,29.39
1550636958,2,60.162682,24.923561,0.002,0.002,0.0016,0.108,99050,23.7,29.39
1550636959,2,60.16267,24.923597,0.002,0.002,0.0016,0.097,99052,23.68,29.39
1550636960,2,60.162651,24.923626,0.002,0.002,0.0015,0.097,99053,23.67,29.39
1550636961,2,60.162594,24.92359,0.002,0.002,0.0014,0.097,99049,23.67,29.39
1550636962,2,60.162552,24.923573,0.002,0.002,0.0014,0.097,99050,23.68,29.39
1550636963,2,60.162518,24.923548,0,0,0.001,0.097,99051,23.66,29.39
1550636964,2,60.162472,24.923521,0,0,0.0008,0.097,99048,23.66,29.4
1550636965,2,60.162445,24.923487,0,0,0.0007,0.097,99048,23.69,29.4
1550636966,2,60.162422,24.923445,0,0,0.0005,0.097,99050,23.66,29.4
1550636967,2,60.162407,24.923428,0.002,0.002,0.0004,0.097,99049,23.66,29.41
1550636968,2,60.162403,24.92341,0.002,0.002,0.0002,0.097,99047,23.67,29.4
1550636969,2,60.162403,24.923388,0.002,0.002,-0.0001,0.088,99048,23.65,29.41
1550636970,2,60.162403,24.923367,0.002,0.002,-0.0001,0.088,99047,23.64,29.4
1550636971,2,60.162403,24.923347,0.002,0.002,-0.0001,0.084,99045,23.65,29.4
1550636972,2,60.162403,24.923347,0,0,-0.0002,0.079,99048,23.65,29.41
1550636973,2,60.162403,24.923347,0,0,-0.0002,0.077,99047,23.65,29.41
1550636974,2,60.162403,24.923347,0.006,0.006,-0.0004,0.077,99046,23.64,29.41
1550636975,2,60.162403,24.923347,0.006,0.006,-0.0006,0.042,99047,23.65,29.41
1550636976,2,60.162403,24.923347,0.006,0.006,-0.0006,0.042,99048,23.65,29.41
1550636977,2,60.162403,24.923347,0.007,0.007,-0.0006,0.037,99051,23.65,29.41
1550636978,2,60.162403,24.923347,0.007,0.007,-0.0006,0.014,99050,23.65,29.41
1550636979,2,60.162403,24.923347,0.007,0.007,-0.0007,0.009,99048,23.65,29.42
1550636980,2,60.162403,24.923347,0.007,0.007,-0.0007,0.007,99051,23.64,29.42
1550636981,2,60.162403,24.923347,0.007,0.007,-0.0007,0.007,99049,23.64,29.42
1550636982,2,60.162403,24.923347,0.01,0.01,-0.0007,0.007,99046,23.64,29.42
1550636983,2,60.162403,24.923347,0.007,0.007,-0.0007,0.014,99047,23.64,29.42
1550636984,2,60.162403,24.923347,0.007,0.007,-0.0006,0.037,99048,23.63,29.42
1550636985,2,60.162403,24.923347,0.01,0.01,-0.0006,0.037,99047,23.64,29.42
1550636986,2,60.162403,24.923347,0.01,0.01,-0.0006,0.054,99048,23.62,29.42
1550636987,2,60.162403,24.923347,0.012,0.012,-0.0005,0.054,99049,23.64,29.42
1550636988,2,60.162403,24.923347,0.015,0.015,-0.0005,0.054,99046,23.63,29.43
1550636989,2,60.162403,24.923347,0.015,0.015,-0.0004,0.054,99047,23.62,29.42
1550636990,2,60.162403,24.923347,0.015,0.015,-0.0003,0.055,99045,23.61,29.42
1550636991,2,60.162403,24.923347,0.015,0.015,-0.0002,0.065,99047,23.61,29.42
1550636992,2,60.162403,24.923347,0.015,0.015,-0.0002,0.066,99045,23.61,29.42
1550636993,2,60.162403,24.923347,0.012,0.012,-0.0001,0.07,99045,23.61,29.43
1550636994,2,60.162403,24.923347,0.01,0.01,0,0.088,99045,23.61,29.42
1550636995,2,60.162403,24.923347,0.01,0.01,0,0.116,99047,23.61,29.42
1550636996,2,60.162403,24.923347,0.007,0.007,0.0001,0.12,99048,23.6,29.43
1550636997,2,60.162403,24.923347,0.006,0.006,0.0002,0.12,99048,23.6,29.43
1550636998,2,60.162403,24.923347,0.006,0.006,0.0002,0.119,99044,23.59,29.43
1550636999,2,60.162403,24.923347,0.007,0.007,0.0002,0.119,99043,23.58,29.43
1550637000,2,60.162403,24.92322,0.007,0.007,-0.0001,0.119,99045,23.59,29.43
1550637001,2,60.162388,24.923185,0.007,0.007,-0.0001,0.124,99047,23.58,29.43
1550637002,2,60.162357,24.923122,0.007,0.007,-0.0001,0.126,99045,23.57,29.44
1550637003,2,60.162327,24.923056,0.007,0.007,-0.0001,0.126,99044,23.58,29.44
1550637004,2,60.1623,24.922983,0.007,0.007,-0.0001,0.126,99041,23.57,29.44
1550637005,2,60.162273,24.922915,0.007,0.007,0.0006,0.126,99039,23.57,29.44
1550637006,2,60.162247,24.922836,0.021,0.021,0.0014,0.124,99037,23.57,29.44
1550637007,2,60.16222,24.92276,0.024,0.024,0.0018,0.119,99039,23.56,29.44
1550637008,2,60.162193,24.922682,0.035,0.035,0.0024,0.119,99040,23.57,29.44
1550637009,2,60.162167,24.922604,0.045,0.045,0.0034,0.119,99039,23.57,29.44
1550637010,2,60.16214,24.922529,0.047,0.047,0.0034,0.116,99043,23.56,29.44
1550637011,2,60.162117,24.922449,0.055,0.055,0.0034,0.071,99044,23.56,29.45
1550637012,2,60.16209,24.922371,0.064,0.064,0.0032,0.071,99043,23.56,29.44
1550637013,2,60.162064,24.922291,0.064,0.064,0.0029,0.071,99041,23.55,29.44
1550637014,2,60.162037,24.922209,0.064,0.064,0.0025,0.071,99037,23.56,29.44
1550637015,2,60.162006,24.922127,0.064,0.064,0.0017,0.071,99039,23.55,29.45
1550637016,2,60.161972,24.922045,0.076,0.076,0.0013,0.071,99037,23.54,29.45
1550637017,2,60.161942,24.921967,0.076,0.076,0.001,0.071,99038,23.55,29.45
1550637018,2,60.161907,24.921894,0.076,0.076,0.0005,0.07,99038,23.55,29.45
1550637019,2,60.161865,24.921839,0.076,0.076,0.0004,0.036,99036,23.53,29.45
1550637020,2,60.161819,24.921801,0.064,0.064,0.0003,0.041,99031,23.53,29.45
1550637021,2,60.16177,24.921785,0.063,0.063,0.0003,0.041,99034,23.55,29.45
1550637022,2,60.161716,24.921778,0.057,0.057,0.0002,0.041,99032,23.53,29.45
1550637023,2,60.161663,24.921787,0.056,0.056,0.0002,0.041,99032,23.52,29.46
1550637024,2,60.16161,24.921803,0.041,0.041,0.0002,0.041,99033,23.53,29.45
1550637025,2,60.161552,24.921818,0.039,0.039,0.0004,0.041,99030,23.54,29.46
1550637026,2,60.161495,24.921829,0.039,0.039,0.0004,0.041,99031,23.52,29.46
1550637027,2,60.161434,24.921829,0.039,0.039,0.0004,0.036,99038,23.53,29.46
1550637028,2,60.161373,24.921824,0.039,0.039,0.0001,0.036,99037,23.51,29.46
1550637029,2,60.161308,24.921825,0.039,0.039,0,0.025,99032,23.5,29.46
1550637030,2,60.16124,24.921831,0.039,0.039,0,0.013,99034,23.5,29.47
1550637031,2,60.161171,24.921835,0.036,0.036,-0.0001,0.013,99033,23.51,29.46
1550637032,2,60.161102,24.921841,0.035,0.035,-0.0001,0.013,99037,23.51,29.47
1550637033,2,60.161037,24.921841,0.035,0.035,-0.0001,0.013,99041,23.51,29.47
1550637034,2,60.160973,24.921843,0.035,0.035,-0.0001,0.013,99044,23.5,29.47
1550637035,2,60.160908,24.921843,0.031,0.031,-0.0001,0.013,99044,23.5,29.47
1550637036,2,60.160835,24.921858,0.029,0.029,-0.0001,0.025,99048,23.5,29.47
1550637037,2,60.160774,24.921871,0.026,0.026,-0.0002,0.034,99042,23.5,29.47
1550637038,2,60.160717,24.921879,0.015,0.015,-0.0004,0.034,99042,23.5,29.47
1550637039,2,60.160664,24.921879,0.011,0.011,-0.0004,0.034,99039,23.5,29.48
1550637040,2,60.160614,24.921883,0.005,0.005,-0.0004,0.034,99041,23.5,29.48
1550637041,2,60.160564,24.921888,-0.003,-0.003,-0.0005,0.034,99043,23.5,29.48
1550637042,2,60.160522,24.921881,-0.009,-0.009,-0.0006,0.034,99044,23.49,29.48
1550637043,2,60.160484,24.921862,-0.009,-0.009,-0.0006,0.025,99043,23.49,29.48
1550637044,2,60.160454,24.921829,-0.009,-0.009,-0.0006,0.017,99042,23.48,29.48
1550637045,2,60.160427,24.921797,-0.009,-0.009,-0.0006,0.017,99042,23.48,29.49
1550637046,2,60.160408,24.921762,-0.011,-0.011,-0.0007,0.017,99045,23.48,29.49
1550637047,2,60.160397,24.921738,-0.011,-0.011,-0.0008,0.017,99042,23.49,29.49
1550637048,2,60.160389,24.921732,-0.011,-0.011,-0.0009,0.015,99042,23.49,29.49
1550637049,2,60.160385,24.921747,-0.009,-0.009,-0.0009,0.008,99041,23.48,29.5
1550637050,2,60.160389,24.921761,-0.008,-0.008,-0.0009,-0.021,99044,23.48,29.5
1550637051,2,60.160389,24.921776,-0.008,-0.008,-0.0009,-0.021,99044,23.47,29.5
1550637052,2,60.160389,24.921776,-0.008,-0.008,-0.0009,-0.021,99043,23.48,29.5
1550637053,2,60.160389,24.921776,-0.008,-0.008,-0.001,-0.022,99044,23.49,29.5
1550637054,2,60.160389,24.921776,-0.008,-0.008,-0.0011,-0.022,99043,23.47,29.5
1550637055,2,60.160389,24.921776,-0.008,-0.008,-0.0011,-0.021,99044,23.47,29.5
1550637056,2,60.160389,24.921776,-0.009,-0.009,-0.0011,-0.021,99044,23.48,29.5
1550637057,2,60.160389,24.921776,-0.011,-0.011,-0.0011,-0.022,99043,23.45,29.5
1550637058,2,60.160389,24.921776,-0.014,-0.014,-0.0011,-0.022,99044,23.48,29.5
1550637059,2,60.160389,24.921776,-0.02,-0.02,-0.001,-0.024,99042,23.48,29.5
1550637060,2,60.160389,24.921776,-0.022,-0.022,-0.001,-0.024,99041,23.46,29.5
1550637061,2,60.160389,24.921776,-0.022,-0.022,-0.001,-0.028,99041,23.46,29.51
1550637062,2,60.160389,24.921776,-0.022,-0.022,-0.001,-0.03,99041,23.46,29.51
1550637063,2,60.160389,24.921776,-0.024,-0.024,-0.0012,-0.03,99041,23.46,29.5
1550637064,2,60.160389,24.921776,-0.024,-0.024,-0.0013,-0.062,99041,23.45,29.51
1550637065,2,60.160389,24.921776,-0.024,-0.024,-0.0013,-0.064,99041,23.46,29.51
1550637066,2,60.160389,24.921776,-0.024,-0.024,-0.0013,-0.068,99038,23.42,29.51
1550637067,2,60.160389,24.921776,-0.026,-0.026,-0.0013,-0.088,99040,23.43,29.52
1550637068,2,60.160389,24.921776,-0.026,-0.026,-0.0013,-0.091,99039,23.44,29.52
1550637069,2,60.160389,24.921776,-0.024,-0.024,-0.0013,-0.101,99040,23.45,29.52
1550637070,2,60.160389,24.921776,-0.027,-0.027,-0.0013,-0.11,99044,23.45,29.52
1550637071,2,60.160389,24.921776,-0.027,-0.027,-0.0013,-0.11,99046,23.43,29.52
1550637072,2,60.160389,24.921776,-0.027,-0.027,-0.0013,-0.101,99046,23.42,29.52
1550637073,2,60.160389,24.921776,-0.027,-0.027,-0.001,-0.101,99043,23.41,29.52
1550637074,2,60.160389,24.921776,-0.024,-0.024,-0.0007,-0.11,99042,23.43,29.52
1550637075,2,60.160389,24.921776,-0.024,-0.024,-0.0007,-0.11,99042,23.4,29.52
1550637076,2,60.160389,24.921776,-0.024,-0.024,-0.0007,-0.119,99041,23.42,29.52
1550637077,2,60.160389,24.921776,-0.027,-0.027,-0.0008,-0.119,99043,23.41,29.52
1550637078,2,60.160389,24.921776,-0.027,-0.027,-0.0009,-0.12,99042,23.41,29.53
1550637079,2,60.160389,24.921776,-0.027,-0.027,-0.0009,-0.126,99043,23.41,29.52
1550637080,2,60.160389,24.921776,-0.027,-0.027,-0.0009,-0.126,99041,23.39,29.52
1550637081,2,60.160389,24.921776,-0.027,-0.027,-0.0009,-0.12,99037,23.4,29.52
1550637082,2,60.160389,24.921774,-0.027,-0.027,-0.0008,-0.12,99035,23.39,29.53
1550637083,2,60.160374,24.921732,-0.027,-0.027,-0.0008,-0.12,99035,23.39,29.53
1550637084,2,60.160332,24.921642,-0.027,-0.027,-0.0008,-0.12,99039,23.4,29.53
1550637085,2,60.160297,24.921576,-0.027,-0.027,-0.0008,-0.103,99029,23.39,29.53
1550637086,2,60.160278,24.921513,-0.027,-0.027,-0.0008,-0.103,99023,23.38,29.53
1550637087,2,60.160278,24.921448,-0.027,-0.027,-0.0005,-0.103,99025,23.4,29.53
1550637088,2,60.160267,24.921389,-0.025,-0.025,-0.0003,-0.103,99019,23.39,29.53
1550637089,2,60.160252,24.921331,-0.025,-0.025,-0.0002,-0.101,99026,23.38,29.53
1550637090,2,60.160233,24.921284,-0.025,-0.025,0.0002,-0.101,99021,23.39,29.53
1550637091,2,60.160206,24.921247,-0.024,-0.024,0.0006,-0.101,99024,23.38,29.53
1550637092,2,60.160175,24.921221,-0.022,-0.022,0.0021,-0.103,99027,23.39,29.53
1550637093,2,60.160141,24.921202,-0.016,-0.016,0.0021,-0.101,99033,23.36,29.54
1550637094,2,60.160095,24.921207,-0.016,-0.016,0.0021,-0.101,99037,23.37,29.54
1550637095,2,60.160053,24.921207,-0.012,-0.012,0.0019,-0.101,99039,23.36,29.54
1550637096,2,60.160015,24.921211,-0.009,-0.009,0.0016,-0.112,99037,23.36,29.54
1550637097,2,60.159988,24.921213,-0.004,-0.004,0.0016,-0.112,99035,23.35,29.54
1550637098,2,60.159962,24.921217,-0.004,-0.004,0.0014,-0.112,99040,23.36,29.54
1550637099,2,60.159946,24.921202,-0.004,-0.004,0.0013,-0.126,99042,23.36,29.54
1550637100,2,60.159943,24.921215,-0.004,-0.004,0.0011,-0.131,99042,23.35,29.54
1550637101,2,60.159939,24.921223,-0.004,-0.004,0.0011,-0.131,99043,23.35,29.54
1550637102,2,60.159939,24.921234,-0.004,-0.004,0.0011,-0.131,99043,23.36,29.55
1550637103,2,60.159935,24.921247,-0.004,-0.004,0.001,-0.131,99047,23.35,29.55
1550637104,2,60.159935,24.921247,-0.004,-0.004,0.001,-0.131,99045,23.36,29.55
1550637105,2,60.159935,24.921247,-0.004,-0.004,0.0009,-0.126,99045,23.35,29.56
1550637106,2,60.159935,24.921247,-0.005,-0.005,0.0008,-0.112,99047,23.36,29.56
1550637107,2,60.159935,24.921247,-0.009,-0.009,0.0007,-0.091,99048,23.34,29.56
1550637108,2,60.159935,24.921247,-0.016,-0.016,0.0004,-0.082,99042,23.36,29.56
1550637109,2,60.159935,24.921247,-0.022,-0.022,0.0004,-0.082,99042,23.34,29.55
1550637110,2,60.159935,24.921247,-0.023,-0.023,0.0004,-0.082,99043,23.34,29.55
1550637111,2,60.159935,24.921247,-0.023,-0.023,0.0006,-0.08,99041,23.34,29.55
1550637112,2,60.159935,24.921247,-0.023,-0.023,0.0006,-0.08,99042,23.34,29.56
1550637113,2,60.159935,24.921247,-0.023,-0.023,0.0006,-0.04,99045,23.35,29.56
1550637114,2,60.159935,24.921247,-0.023,-0.023,0.0006,-0.04,99049,23.34,29.56
1550637115,2,60.159935,24.921247,-0.022,-0.022,0.0006,-0.031,99048,23.34,29.56
1550637116,2,60.159935,24.921247,-0.02,-0.02,0.0006,-0.027,99047,23.34,29.56
1550637117,2,60.159935,24.921247,-0.02,-0.02,0.0005,-0.027,99045,23.32,29.56
1550637118,2,60.159931,24.921247,-0.012,-0.012,0.0005,-0.027,99044,23.32,29.56
1550637119,2,60.159927,24.921246,-0.012,-0.012,0.0004,-0.027,99046,23.32,29.56
1550637120,2,60.15992,24.921246,-0.011,-0.011,0.0004,-0.027,99044,23.33,29.56
1550637121,2,60.159912,24.921249,-0.011,-0.011,0.0004,-0.024,99044,23.31,29.56
1550637122,2,60.159885,24.921286,-0.01,-0.01,0.0004,-0.015,99044,23.32,29.56
1550637123,2,60.159851,24.921322,-0.009,-0.009,0.0004,-0.004,99044,23.31,29.57
1550637124,2,60.159798,24.92132,-0.008,-0.008,0.0004,-0.002,99047,23.31,29.57
1550637125,2,60.159737,24.921303,-0.007,-0.007,0.0003,-0.001,99044,23.3,29.57
1550637126,2,60.159679,24.921284,-0.007,-0.007,0.0002,-0.001,99035,23.3,29.57
1550637127,2,60.159592,24.921249,-0.007,-0.007,0.0002,-0.001,99033,23.31,29.57
1550637128,2,60.159508,24.92123,-0.006,-0.006,0.0003,-0.001,99034,23.3,29.57
1550637129,2,60.159431,24.921225,-0.006,-0.006,0.0003,-0.001,99032,23.3,29.57
1550637130,2,60.159351,24.921223,-0.006,-0.006,0.0003,-0.001,99034,23.29,29.57
1550637131,2,60.159271,24.92123,-0.006,-0.006,0.0003,-0.001,99035,23.29,29.57
1550637132,2,60.159184,24.921247,-0.003,-0.003,0.0002,-0.002,99030,23.27,29.57
1550637133,2,60.159103,24.921265,-0.002,-0.002,0.0002,-0.002,99026,23.29,29.57
1550637134,2,60.159027,24.921259,-0.002,-0.002,0.0002,-0.002,99029,23.26,29.57
1550637135,2,60.158951,24.921255,0.005,0.005,0.0002,-0.001,99030,23.29,29.57
1550637136,2,60.158875,24.921242,0.005,0.005,0.0002,0.002,99026,23.27,29.57
1550637137,2,60.158798,24.921238,0.005,0.005,0.0002,-0.001,99025,23.29,29.57
1550637138,2,60.158726,24.921236,0.031,0.031,0.0002,-0.006,99022,23.28,29.58
1550637139,2,60.15863,24.921247,0.044,0.044,0.0002,-0.006,99021,23.28,29.58
1550637140,2,60.158546,24.921257,0.044,0.044,-0.0001,-0.006,99020,23.27,29.58
1550637141,2,60.158455,24.921261,0.044,0.044,-0.0006,-0.001,99017,23.28,29.58
1550637142,2,60.158371,24.921274,0.044,0.044,-0.0007,0.005,99017,23.28,29.58
1550637143,2,60.158291,24.921284,0.044,0.044,-0.0007,0.005,99023,23.27,29.58
1550637144,2,60.158199,24.921316,0.045,0.045,-0.0008,0.005,99028,23.27,29.58
1550637145,2,60.158112,24.921343,0.046,0.046,-0.0008,0.005,99025,23.27,29.58
1550637146,2,60.158024,24.92137,0.047,0.047,-0.0008,0.013,99025,23.27,29.58
1550637147,2,60.157944,24.921391,0.048,0.048,-0.0008,0.02,99025,23.26,29.58
1550637148,2,60.157864,24.921406,0.046,0.046,-0.0009,0.013,99025,23.27,29.59
1550637149,2,60.157784,24.921425,0.048,0.048,-0.0009,0.005,99021,23.26,29.59
1550637150,2,60.157696,24.921452,0.04,0.04,-0.0009,0.005,99023,23.25,29.59
1550639319,2,60.172031,24.953201,-0.018,-0.018,0.0004,-0.06,98916,22.8,28.56
1550639320,2,60.172043,24.953205,-0.018,-0.018,0.0003,-0.042,98917,22.81,28.56
1550639321,2,60.172047,24.953209,-0.033,-0.033,0.0004,-0.042,98917,22.81,28.57
1550639322,2,60.172047,24.953203,-0.034,-0.034,0.0004,-0.042,98918,22.79,28.57
1550639323,2,60.172047,24.953203,-0.034,-0.034,0.0004,-0.023,98915,22.8,28.56
1550639324,2,60.172054,24.953197,-0.034,-0.034,0.0004,-0.003,98914,22.81,28.56
1550639325,2,60.172058,24.953192,-0.026,-0.026,0.0004,-0.003,98916,22.8,28.56
1550639326,2,60.172058,24.953192,-0.018,-0.018,0.0003,-0.003,98914,22.81,28.56
1550639327,2,60.172058,24.953192,-0.018,-0.018,0.0002,-0.027,98914,22.81,28.56
1550639328,2,60.172058,24.953192,-0.018,-0.018,-0.0001,-0.003,98914,22.79,28.56
1550639329,2,60.172058,24.953192,-0.018,-0.018,-0.0001,-0.003,98917,22.82,28.56
1550639330,2,60.172058,24.953192,-0.018,-0.018,-0.0001,0,98917,22.8,28.56
1550639331,2,60.172058,24.953192,-0.016,-0.016,0,0,98915,22.81,28.56
1550639332,2,60.172058,24.953192,0.006,0.006,0.0002,0.008,98915,22.83,28.56
1550639333,2,60.172058,24.953192,0.006,0.006,0.0006,0.017,98916,22.82,28.56
1550639334,2,60.172058,24.953192,0.006,0.006,0.0014,0.027,98916,22.82,28.56
1550639335,2,60.172058,24.953192,0.01,0.01,0.0014,0.027,98915,22.82,28.56
1550639336,2,60.172058,24.953192,0.011,0.011,0.0014,0.028,98919,22.83,28.56
1550639337,2,60.172058,24.953192,0.019,0.019,0.0013,0.028,98918,22.84,28.56
1550639338,2,60.172058,24.953192,0.019,0.019,0.0011,0.028,98916,22.82,28.56
1550639339,2,60.172058,24.953192,0.019,0.019,0.001,0.028,98915,22.82,28.56
1550639340,2,60.172058,24.953192,0.019,0.019,0.0004,0.008,98916,22.84,28.56
1550639341,2,60.172043,24.95323,0.019,0.019,0.0003,0.008,98915,22.83,28.55
1550639342,2,60.172058,24.953238,0.013,0.013,0,0.048,98915,22.84,28.55
1550639343,2,60.172081,24.953247,0.013,0.013,0,0.048,98917,22.84,28.55
1550639344,2,60.172108,24.953251,0.013,0.013,-0.0001,0.048,98920,22.84,28.55
1550639345,2,60.172138,24.953245,0.013,0.013,-0.0001,0.048,98920,22.84,28.55
1550639346,2,60.17218,24.95322,0.019,0.019,-0.0002,0.048,98920,22.85,28.58
1550639347,2,60.172222,24.953199,0.03,0.03,-0.0002,0.032,98921,22.87,28.58
1550639348,2,60.172276,24.953173,0.03,0.03,-0.0003,0.032,98919,22.86,28.61
1550639349,2,60.172333,24.953161,0.023,0.023,-0.0004,0.032,98918,22.86,28.61
1550639350,2,60.172394,24.953169,0.023,0.023,-0.0004,0.049,98918,22.86,28.65
1550639351,2,60.172459,24.953176,0.013,0.013,-0.0009,0.032,98920,22.87,28.65
1550639352,2,60.172523,24.95318,0.012,0.012,-0.0013,0.032,98921,22.84,28.67
1550639353,2,60.172585,24.953159,0.012,0.012,-0.0016,0.032,98923,22.85,28.66
1550639354,2,60.172642,24.953144,0.012,0.012,-0.0016,0.049,98934,22.84,28.68
1550639355,2,60.172695,24.953121,0.012,0.012,-0.0016,0.049,98943,22.83,28.67
1550639356,2,60.172737,24.9531,0.012,0.012,-0.0017,0.053,98948,22.82,28.67
1550639357,2,60.172794,24.953094,0.012,0.012,-0.0016,0.053,98956,22.82,28.65
1550639358,2,60.172852,24.953102,0.012,0.012,-0.0016,0.053,98957,22.8,28.63
1550639359,2,60.172905,24.953108,0.012,0.012,-0.0013,0.062,98965,22.81,28.62
1550639360,2,60.172958,24.953112,0.007,0.007,-0.0012,0.062,98965,22.79,28.61
1550639361,2,60.173019,24.953131,0.007,0.007,-0.001,0.109,98968,22.78,28.6
1550639362,2,60.173077,24.953144,0,0,-0.0007,0.113,98970,22.8,28.6
1550639363,2,60.173141,24.953152,-0.002,-0.002,-0.0007,0.113,98968,22.78,28.59
1550639364,2,60.173199,24.953157,-0.002,-0.002,-0.0005,0.113,98968,22.79,28.58
1550639365,2,60.17326,24.953161,-0.002,-0.002,-0.0002,0.113,98971,22.78,28.58
1550639366,2,60.173321,24.953165,-0.004,-0.004,-0.0002,0.113,98968,22.8,28.58
1550639367,2,60.173386,24.953169,-0.005,-0.005,-0.0002,0.113,98970,22.79,28.57
1550639368,2,60.17345,24.953171,-0.005,-0.005,-0.0002,0.113,98969,22.77,28.57
1550639369,2,60.173512,24.953169,-0.005,-0.005,-0.0002,0.113,98966,22.81,28.57
1550639370,2,60.173573,24.953169,-0.016,-0.016,-0.0002,0.113,98963,22.8,28.57
1550639371,2,60.17363,24.953163,-0.016,-0.016,-0.0002,0.023,98960,22.78,28.56
1550639372,2,60.173676,24.953163,-0.016,-0.016,-0.0001,-0.03,98951,22.8,28.55
1550639373,2,60.173717,24.953171,-0.016,-0.016,-0.0001,-0.03,98949,22.8,28.55
1550639374,2,60.173775,24.953222,-0.016,-0.016,0,-0.03,98948,22.81,28.55
1550639375,2,60.173824,24.953224,-0.016,-0.016,0.0001,-0.03,98950,22.81,28.55
1550639376,2,60.17387,24.953203,-0.016,-0.016,0.0003,-0.03,98947,22.8,28.55
1550639377,2,60.173901,24.953205,-0.006,-0.006,0.0005,-0.03,98950,22.81,28.55
1550639378,2,60.173927,24.953186,-0.006,-0.006,0.0006,-0.03,98949,22.81,28.55
1550639379,2,60.173954,24.953178,-0.006,-0.006,0.0006,-0.03,98945,22.81,28.55
1550639380,2,60.173992,24.953163,0.004,0.004,0.0006,-0.014,98945,22.81,28.54
1550639381,2,60.174042,24.953131,0.004,0.004,0.0006,-0.002,98943,22.81,28.54
1550639382,2,60.17408,24.953093,0.004,0.004,0.0005,0,98944,22.8,28.53
1550639383,2,60.17411,24.953056,0.004,0.004,0.0003,0.012,98937,22.8,28.53
1550639384,2,60.174137,24.953012,0.004,0.004,0.0002,0.015,98934,22.8,28.53
1550639385,2,60.17416,24.952963,0.004,0.004,0.0001,0.015,98937,22.8,28.53
1550639386,2,60.174187,24.952927,0.004,0.004,0.0001,0.015,98938,22.79,28.53
1550639387,2,60.17421,24.952879,0.004,0.004,0.0001,0.025,98944,22.8,28.53
1550639388,2,60.174236,24.952816,-0.003,-0.003,0.0001,0.028,98942,22.8,28.53
1550639389,2,60.174263,24.952744,-0.007,-0.007,0.0001,0.038,98943,22.8,28.53
1550639390,2,60.174282,24.952669,-0.007,-0.007,0.0001,0.057,98946,22.8,28.53
1550639391,2,60.174301,24.952593,-0.012,-0.012,0.0003,0.077,98950,22.8,28.52
1550639392,2,60.174282,24.95252,-0.013,-0.013,0.0004,0.077,98950,22.81,28.52
1550639393,2,60.174294,24.952442,-0.014,-0.014,0.0005,0.084,98954,22.79,28.52
1550639394,2,60.174301,24.952366,-0.023,-0.023,0.0006,0.077,98951,22.8,28.51
1550639395,2,60.174305,24.952299,-0.024,-0.024,0.0007,0.077,98952,22.81,28.51
1550639396,2,60.174309,24.95224,-0.024,-0.024,0.0008,0.077,98955,22.82,28.51
1550639397,2,60.174309,24.952196,-0.024,-0.024,0.0008,0.067,98958,22.83,28.51
1550639398,2,60.17432,24.952166,-0.024,-0.024,0.0009,0.067,98960,22.81,28.51
1550639399,2,60.174324,24.952152,-0.024,-0.024,0.0009,0.067,98955,22.82,28.51
1550639400,2,60.174324,24.952145,-0.023,-0.023,0.0008,0.067,98955,22.83,28.51
1550639401,2,60.17432,24.952145,-0.023,-0.023,0.0006,0.067,98955,22.83,28.51
